,word,lemma,pos,nmb_text,nmb_sent,nmb_word
2600,и,и,CONJ,27,7,4
2601,у,у,PREP,27,7,5
2602,попутчика,попутчик,NOUN,27,7,6
2603,миши,миша,NOUN,27,7,7
2604,был,быть,VERB,27,8,1
2605,он,он,NPRO,27,8,2
2606,человек,человек,NOUN,27,8,3
2607,божий,божий,ADJF,27,8,4
2608,лёгкий,лёгкий,ADJF,27,8,5
2609,из,из,PREP,27,8,6
2610,вечной,вечный,ADJF,27,8,7
2611,русской,русский,ADJF,27,8,8
2612,породы,порода,NOUN,27,8,9
2613,бродяг,бродяга,NOUN,27,8,10
2614,которая,который,ADJF,27,8,11
2615,за,за,PREP,27,8,12
2616,тысячу,тысяча,NOUN,27,8,13
2617,лет,год,NOUN,27,8,14
2618,существования,существование,NOUN,27,8,15
2619,россии,россия,NOUN,27,8,16
2620,не,не,PRCL,27,8,17
2621,так,так,CONJ,27,8,18
2622,уж,уж,ADVB,27,8,19
2623,сильно,сильно,ADVB,27,8,20
2624,и,и,CONJ,27,8,21
2625,изменилась,измениться,VERB,27,8,22
2626,часть,часть,NOUN,28,1,1
2627,первая,первый,ADJF,28,1,2
2628,блюдитеся,блюдитести,GRND,28,2,1
2629,псов,пёс,NOUN,28,2,2
2630,смерть,смерть,NOUN,28,2,3
2631,загуляя,загуляй,NOUN,28,2,4
2632,а,а,CONJ,28,2,5
2633,надо,надо,PRED,28,2,6
2634,вам,вы,NPRO,28,2,7
2635,сказать,сказать,INFN,28,2,8
2636,что,что,CONJ,28,2,9
2637,к,к,PREP,28,2,10
2638,яблочному,яблочный,ADJF,28,2,11
2639,спасу,спас,NOUN,28,2,12
2640,как,как,CONJ,28,2,13
2641,начнёт,начать,VERB,28,2,14
2642,небо,небо,NOUN,28,2,15
2643,поворачивать,поворачивать,INFN,28,2,16
2644,с,с,PREP,28,2,17
2645,лета,лето,NOUN,28,2,18
2646,на,на,PREP,28,2,19
2647,осень,осень,NOUN,28,2,20
2648,город,город,NOUN,28,2,21
2649,наш,наш,ADJF,28,2,22
2650,имеет,иметь,VERB,28,2,23
2651,обыкновение,обыкновение,NOUN,28,2,24
2652,подвергаться,подвергаться,INFN,28,2,25
2653,истинному,истинный,ADJF,28,2,26
2654,нашествию,нашествие,NOUN,28,2,27
2655,цикад,цикада,NOUN,28,2,28
2656,так,так,CONJ,28,2,29
2657,что,что,CONJ,28,2,30
2658,ночью,ночью,ADVB,28,2,31
2659,и,и,CONJ,28,2,32
2660,захочешь,захотеть,VERB,28,2,33
2661,спать,спать,INFN,28,2,34
2662,да,да,PRCL,28,2,35
2663,не,не,PRCL,28,2,36
2664,уснёшь,уснуть,VERB,28,2,37
2665,вот,вот,PRCL,28,2,38
2666,какие,какой,ADJF,28,2,39
2667,со,с,PREP,28,2,40
2668,всех,весь,ADJF,28,2,41
2669,сторон,сторона,NOUN,28,2,42
2670,несутся,нестись,VERB,28,2,43
2671,трели,трель,NOUN,28,2,44
2672,и,и,CONJ,28,2,45
2673,звезды,звезда,NOUN,28,2,46
2674,опускаются,опускаться,VERB,28,2,47
2675,луна,луна,NOUN,28,2,48
2676,же,же,PRCL,28,2,49
2677,и,и,CONJ,28,2,50
2678,подавно,подавно,ADVB,28,2,51
2679,виснет,виснуть,VERB,28,2,52
2680,чуть,чуть,ADVB,28,2,53
2681,не,не,PRCL,28,2,54
2682,над,над,PREP,28,2,55
2683,самыми,самый,ADJF,28,2,56
2684,колокольнями,колокольня,NOUN,28,2,57
2685,делаясь,делаться,GRND,28,2,58
2686,похожа,похожий,ADJS,28,2,59
2687,на,на,PREP,28,2,60
2688,яблоко,яблоко,NOUN,28,2,61
2689,нашей,наш,ADJF,28,2,62
2690,прославленной,прославить,PRTF,28,2,63
2691,сметанной,сметанный,ADJF,28,2,64
2692,породы,порода,NOUN,28,2,65
2693,которую,который,ADJF,28,2,66
2694,местные,местный,ADJF,28,2,67
2695,купцы,купец,NOUN,28,2,68
2696,поставляют,поставлять,VERB,28,2,69
2697,и,и,CONJ,28,2,70
2698,к,к,PREP,28,2,71
2699,царскому,царский,ADJF,28,2,72
2700,двору,двор,NOUN,28,2,73
2701,и,и,CONJ,28,2,74
2702,даже,даже,PRCL,28,2,75
2703,возят,возить,VERB,28,2,76
2704,на,на,PREP,28,2,77
2705,европейские,европейский,ADJF,28,2,78
2706,выставки,выставка,NOUN,28,2,79
2707,если,если,CONJ,28,3,1
2708,б,б,PRCL,28,3,2
2709,кому,кто,NPRO,28,3,3
2710,выпало,выпасть,VERB,28,3,4
2711,взглянуть,взглянуть,INFN,28,3,5
2712,на,на,PREP,28,3,6
2713,заволжск,заволжск,NOUN,28,3,7
2714,из,из,PREP,28,3,8
2715,небесных,небесный,ADJF,28,3,9
2716,сфер,сфера,NOUN,28,3,10
2717,откуда,откуда,ADVB,28,3,11
2718,изливаются,изливаться,VERB,28,3,12
2719,лучи,луч,NOUN,28,3,13
2720,ночных,ночной,ADJF,28,3,14
2721,светил,светить,VERB,28,3,15
2722,то,то,CONJ,28,3,16
2723,перед,перед,PREP,28,3,17
2724,счастливцем,счастливец,NOUN,28,3,18
2725,верно,верно,CONJ,28,3,19
2726,предстала,предстать,VERB,28,3,20
2727,бы,бы,PRCL,28,3,21
2728,картина,картина,NOUN,28,3,22
2729,некоего,некий,ADJF,28,3,23
2730,зачарованного,зачаровать,PRTF,28,3,24
2731,царства,царство,NOUN,28,3,25
2732,лениво,лениво,ADVB,28,3,26
2733,искрящаяся,искриться,PRTF,28,3,27
2734,река,река,NOUN,28,3,28
2735,посверкивающие,посверкивать,PRTF,28,3,29
2736,крыши,крыша,NOUN,28,3,30
2737,мерцание,мерцание,NOUN,28,3,31
2738,газовых,газовый,ADJF,28,3,32
2739,фонарей,фонарь,NOUN,28,3,33
2740,и,и,CONJ,28,3,34
2741,над,над,PREP,28,3,35
2742,всей,весь,ADJF,28,3,36
2743,этой,этот,ADJF,28,3,37
2744,игрой,игра,NOUN,28,3,38
2745,разнообразных,разнообразный,ADJF,28,3,39
2746,сияний,сияние,NOUN,28,3,40
2747,воспаряет,воспарять,VERB,28,3,41
2748,серебряный,серебряный,ADJF,28,3,42
2749,звон,звон,NOUN,28,3,43
2750,цикадного,цикадный,ADJF,28,3,44
2751,хора,хор,NOUN,28,3,45
2752,анонс,анонс,NOUN,29,1,1
2753,роман,роман,NOUN,29,1,2
2754,пелагия,пелагия,NOUN,29,1,3
2755,и,и,CONJ,29,1,4
2756,красный,красный,ADJF,29,1,5
2757,петух,петух,NOUN,29,1,6
2758,завершает,завершать,VERB,29,1,7
2759,трилогию,трилогия,NOUN,29,1,8
2760,о,о,PREP,29,1,9
2761,приключениях,приключение,NOUN,29,1,10
2762,непоседливой,непоседливый,ADJF,29,1,11
2763,очкастой,очкастый,ADJF,29,1,12
2764,монахини,монахиня,NOUN,29,1,13
2765,преосвященного,преосвященный,NOUN,29,1,14
2766,митрофания,митрофаний,NOUN,29,1,15
2767,и,и,CONJ,29,1,16
2768,губернского,губернский,ADJF,29,1,17
2769,прокурора,прокурор,NOUN,29,1,18
2770,матвея,матвей,NOUN,29,1,19
2771,бердичевского,бердичевский,ADJF,29,1,20
2772,на,на,PREP,29,1,21
2773,сей,сей,ADJF,29,1,22
2774,раз,раз,NOUN,29,1,23
2775,запутанная,запутать,PRTF,29,1,24
2776,нить,нить,NOUN,29,1,25
2777,которую,который,ADJF,29,1,26
2778,разматывает,разматывать,VERB,29,1,27
2779,сестра,сестра,NOUN,29,1,28
2780,пелагия,пелагия,NOUN,29,1,29
2781,заводит,заводить,VERB,29,1,30
2782,её,она,NPRO,29,1,31
2783,слишком,слишком,ADVB,29,1,32
2784,далеко,далеко,ADVB,29,1,33
2785,туда,туда,ADVB,29,1,34
2786,откуда,откуда,ADVB,29,1,35
2787,быть,быть,INFN,29,1,36
2788,может,мочь,VERB,29,1,37
2789,и,и,CONJ,29,1,38
2790,вовсе,вовсе,ADVB,29,1,39
2791,нет,нет,PRED,29,1,40
2792,возврата,возврат,NOUN,29,1,41
2793,x,x,,29,1,42
2794,паучье,паучий,ADJF,29,1,43
2795,логово,логово,NOUN,29,1,44
2796,ай,ай,INTJ,29,1,45
2797,да,да,PRCL,29,1,46
2798,бердичевский,бердичевский,ADJF,29,1,47
2799,глядя,глядеть,GRND,29,1,48
2800,десятнику,десятник,NOUN,29,1,49
2801,киевского,киевский,ADJF,29,1,50
2802,участка,участок,NOUN,29,1,51
2803,не,не,PRCL,29,1,52
2804,в,в,PREP,29,1,53
2805,глаза,глаз,NOUN,29,1,54
2806,а,а,CONJ,29,1,55
2807,на,на,PREP,29,1,56
2808,мокрые,мокрый,ADJF,29,1,57
2809,губы,губа,NOUN,29,1,58
2810,собранные,собранный,ADJF,29,1,59
2811,в,в,PREP,29,1,60
2812,гузку,гузка,NOUN,29,1,61
2813,для,для,PREP,29,1,62
2814,лобызания,лобызание,NOUN,29,1,63
2815,матвей,матвей,NOUN,29,1,64
2816,бенционович,бенционович,NOUN,29,1,65
2817,брезгливо,брезгливый,ADJS,29,1,66
2818,процедил,процедить,VERB,29,1,67
2819,поцелуй,поцелуй,NOUN,29,1,68
2820,иуды,иуда,NOUN,29,1,69
2821,что,что,CONJ,29,2,1
2822,узнал,узнать,VERB,29,2,2
2823,поджидок,поджидкий,ADJS,29,2,3
2824,вот,вот,PRCL,29,3,1
2825,пригодилось,пригодиться,VERB,29,3,2
2826,и,и,CONJ,29,3,3
2827,полезное,полезный,ADJF,29,3,4
2828,слово,слово,NOUN,29,3,5
2829,позаимствованное,позаимствовать,PRTF,29,3,6
2830,у,у,PREP,29,3,7
2831,есаула,есаул,NOUN,29,3,8
2832,савчук,савчук,NOUN,29,4,1
2833,выпучил,выпучить,VERB,29,4,2
2834,глаза,глаз,NOUN,29,4,3
2835,а,а,CONJ,29,4,4
2836,коля,коля,NOUN,29,4,5
2837,разобрал,разобрать,VERB,29,4,6
2838,губы,губа,NOUN,29,4,7
2839,обратно,обратно,ADVB,29,4,8
2840,и,и,CONJ,29,4,9
2841,нижняя,нижний,ADJF,29,4,10
2842,отвисла,отвиснуть,VERB,29,4,11
2843,вместе,вместе,ADVB,29,4,12
2844,с,с,PREP,29,4,13
2845,челюстью,челюсть,NOUN,29,4,14
2846,теперь,теперь,ADVB,29,5,1
2847,главное,главное,NOUN,29,5,2
2848,было,быть,VERB,29,5,3
2849,буря,буря,NOUN,29,5,4
2850,и,и,CONJ,29,5,5
2851,натиск,натиск,NOUN,29,5,6
2852,борис,борис,NOUN,30,1,1
2853,акунин,акунин,NOUN,30,1,2
2854,чхартишвили,чхартишвили,NOUN,30,1,3
2855,григорий,григорий,NOUN,30,1,4
2856,шалвович,шалвович,NOUN,30,1,5
2857,родился,родиться,VERB,30,1,6
2858,в,в,PREP,30,1,7
2859,году,год,NOUN,30,1,8
2860,эссеист,эссеист,NOUN,30,2,1
2861,переводчик,переводчик,NOUN,30,2,2
2862,беллетрист,беллетрист,NOUN,30,2,3
2863,автор,автор,NOUN,30,3,1
2864,книги,книга,NOUN,30,3,2
2865,писатель,писатель,NOUN,30,3,3
2866,и,и,CONJ,30,3,4
2867,самоубийство,самоубийство,NOUN,30,3,5
2868,нло,нло,NOUN,30,3,6
2869,а,а,CONJ,30,3,7
2870,также,также,PRCL,30,3,8
2871,серии,серия,NOUN,30,3,9
2872,детективных,детективный,ADJF,30,3,10
2873,романов,роман,NOUN,30,3,11
2874,азазель,азазель,NOUN,30,3,12
2875,и,и,CONJ,30,3,13
2876,др,др,NOUN,30,3,14
2877,живёт,жить,VERB,30,4,1
2878,в,в,PREP,30,4,2
2879,москве,москва,NOUN,30,4,3
2880,в,в,PREP,30,5,1
2881,новом,новый,ADJF,30,5,2
2882,мире,мир,NOUN,30,5,3
2883,печатается,печататься,VERB,30,5,4
2884,впервые,впервые,ADVB,30,5,5
2885,популярность,популярность,NOUN,30,6,1
2886,mon,mon,,30,6,2
2887,sep,sep,,30,6,3
2888,gmt,gmt,,30,6,4
2889,версия,версия,NOUN,31,1,1
2890,трагедия,трагедия,NOUN,31,1,2
2891,в,в,PREP,31,1,3
2892,двух,два,NUMR,31,1,4
2893,актах,акт,NOUN,31,1,5
2894,действующие,действовать,PRTF,31,1,6
2895,лица,лицо,NOUN,31,1,7
2896,клавдий,клавдий,NOUN,31,1,8
2897,король,король,NOUN,31,1,9
2898,дании,дания,NOUN,31,1,10
2899,гертруда,гертруда,NOUN,31,2,1
2900,королева,королева,NOUN,31,2,2
2901,гамлет,гамлет,NOUN,31,3,1
2902,наследный,наследный,ADJF,31,3,2
2903,принц,принц,NOUN,31,3,3
2904,полоний,полоний,NOUN,31,4,1
2905,канцлер,канцлер,NOUN,31,4,2
2906,лаэрт,лаэрта,NOUN,31,5,1
2907,сын,сын,NOUN,31,5,2
2908,полония,полоний,NOUN,31,5,3
2909,офелия,офелия,NOUN,31,6,1
2910,дочь,дочь,NOUN,31,6,2
2911,полония,полоний,NOUN,31,6,3
2912,гораций,гораций,NOUN,31,7,1
2913,розенкранц,розенкранц,NOUN,31,7,2
2914,гильденстерн,гильденстерна,NOUN,31,7,3
2915,фортинбрас,фортинбрас,NOUN,31,7,4
2916,принц,принц,NOUN,31,7,5
2917,норвежский,норвежский,ADJF,31,7,6
2918,норвежский,норвежский,ADJF,31,8,1
2919,офицер,офицер,NOUN,31,8,2
2920,лейтенант,лейтенант,NOUN,31,9,1
2921,швейцарцев,швейцарец,NOUN,31,9,2
2922,озрик,озрик,NOUN,31,10,1
2923,придворный,придворный,NOUN,31,10,2
2924,придворные,придворный,NOUN,31,11,1
2925,слуги,слуга,NOUN,31,11,2
2926,мятежники,мятежник,NOUN,31,11,3
2927,могильщики,могильщик,NOUN,31,11,4
2928,акт,акт,NOUN,31,12,1
2929,первый,первый,ADJF,31,12,2
2930,сцена,сцена,NOUN,31,12,3
2931,парадный,парадный,ADJF,31,12,4
2932,зал,зал,NOUN,31,12,5
2933,в,в,PREP,31,12,6
2934,королевском,королевский,ADJF,31,12,7
2935,замке,замок,NOUN,31,12,8
2936,эльсинор,эльсинора,NOUN,31,12,9
2937,неподалёку,неподалёку,ADVB,31,13,1
2938,от,от,PREP,31,13,2
2939,пустого,пустой,ADJF,31,13,3
2940,трона,трон,NOUN,31,13,4
2941,первые,первый,ADJF,31,13,5
2942,особы,особа,NOUN,31,13,6
2943,королевства,королевство,NOUN,31,13,7
2944,наследный,наследный,ADJF,31,13,8
2945,принц,принц,NOUN,31,13,9
2946,гамлет,гамлет,NOUN,31,13,10
2947,канцлер,канцлер,NOUN,31,13,11
2948,полоний,полоний,NOUN,31,13,12
2949,с,с,PREP,31,13,13
2950,сыном,сын,NOUN,31,13,14
2951,и,и,CONJ,31,13,15
2952,дочерью,дочь,NOUN,31,13,16
2953,ещё,ещё,ADVB,31,13,17
2954,несколько,несколько,ADVB,31,13,18
2955,придворных,придворный,NOUN,31,13,19
2956,всё,всё,PRCL,31,13,20
2957,они,они,NPRO,31,13,21
2958,стоят,стоять,VERB,31,13,22
2959,к,к,PREP,31,13,23
2960,зрителям,зритель,NOUN,31,13,24
2961,спиной,спина,NOUN,31,13,25
2962,слышен,слышный,ADJS,31,14,1
2963,приглушённый,приглушить,PRTF,31,14,2
2964,гул,гул,NOUN,31,14,3
2965,множества,множество,NOUN,31,14,4
2966,голосов,голос,NOUN,31,14,5
2967,парадный,парадный,ADJF,31,14,6
2968,зал,зал,NOUN,31,14,7
2969,велик,большой,ADJS,31,14,8
2970,мы,мы,NPRO,31,14,9
2971,видим,видеть,VERB,31,14,10
2972,лишь,лишь,PRCL,31,14,11
2973,его,он,NPRO,31,14,12
2974,малую,малый,ADJF,31,14,13
2975,часть,часть,NOUN,31,14,14
2976,посвящается,посвящаться,VERB,32,1,1
2977,действующие,действовать,PRTF,32,1,2
2978,лица,лицо,NOUN,32,1,3
2979,константин,константин,NOUN,32,1,4
2980,львович,львович,NOUN,32,1,5
2981,томский,томский,ADJF,32,1,6
2982,управляющий,управлять,PRTF,32,1,7
2983,товариществом,товарищество,NOUN,32,1,8
2984,добрый,добрый,ADJF,32,1,9
2985,самарянин,самарянин,NOUN,32,1,10
2986,вован,вован,NOUN,32,1,11
2987,генеральный,генеральный,ADJF,32,1,12
2988,президент,президент,NOUN,32,1,13
2989,холдинга,холдинг,NOUN,32,1,14
2990,конкретика,конкретика,NOUN,32,1,15
2991,зизи,зизя,NOUN,32,1,16
2992,жена,жена,NOUN,32,1,17
2993,томского,томский,ADJF,32,1,18
2994,клавка,клавка,NOUN,32,1,19
2995,секретарша,секретарша,NOUN,32,1,20
2996,вована,вован,NOUN,32,1,21
2997,вениамин,вениамин,NOUN,32,1,22
2998,анатольевич,анатолиевич,NOUN,32,1,23
2999,солодовников,солодовник,NOUN,32,1,24
3000,председатель,председатель,NOUN,32,1,25
3001,совета,совет,NOUN,32,1,26
3002,пайщиков,пайщик,NOUN,32,1,27
3003,доброго,добрый,ADJF,32,1,28
3004,самарянина,самарянин,NOUN,32,1,29
3005,колян,коляна,NOUN,32,1,30
3006,первый,первый,ADJF,32,1,31
3007,конкретики,конкретика,NOUN,32,1,32
3008,птеродактор,птеродактор,NOUN,32,1,33
3009,пыпа,пып,NOUN,32,1,34
3010,председатель,председатель,NOUN,32,1,35
3011,правления,правление,NOUN,32,1,36
3012,банка,банк,NOUN,32,1,37
3013,евросервис,евросервис,NOUN,32,1,38
3014,буревестник,буревестник,NOUN,32,1,39
3015,хранитель,хранитель,NOUN,32,1,40
3016,музея,музей,NOUN,32,1,41
3017,господин,господин,NOUN,32,1,42
3018,в,в,PREP,32,1,43
3019,парике,парик,NOUN,32,1,44
3020,телохранители,телохранитель,NOUN,32,1,45
3021,мастеровые,мастеровой,ADJF,32,1,46
3022,грузчики,грузчик,NOUN,32,1,47
3023,слуги,слуга,NOUN,32,1,48
3024,сцена,сцена,NOUN,32,1,49
3025,разделена,разделить,PRTS,32,1,50
3026,на,на,PREP,32,1,51
3027,две,два,NUMR,32,1,52
3028,части,часть,NOUN,32,1,53
3029,две,два,NUMR,32,2,1
3030,комнаты,комната,NOUN,32,2,2
3031,очень,очень,ADVB,32,2,3
3032,похожие,похожий,ADJF,32,2,4
3033,одна,один,ADJF,32,2,5
3034,на,на,PREP,32,2,6
3035,другую,другой,ADJF,32,2,7
3036,с,с,PREP,32,2,8
3037,лепниной,лепнина,NOUN,32,2,9
3038,и,и,CONJ,32,2,10
3039,барельефами,барельеф,NOUN,32,2,11
3040,собственно,собственно,PRCL,32,3,1
3041,это,это,PRCL,32,3,2
3042,одна,один,ADJF,32,3,3
3043,и,и,CONJ,32,3,4
3044,та,тот,ADJF,32,3,5
3045,же,же,PRCL,32,3,6
3046,комната,комната,NOUN,32,3,7
3047,старинного,старинный,ADJF,32,3,8
3048,особняка,особняк,NOUN,32,3,9
3049,разделённая,разделить,PRTF,32,3,10
3050,одним,один,ADJF,32,3,11
3051,столетием,столетие,NOUN,32,3,12
3052,слева,слева,ADVB,32,4,1
3053,интерьер,интерьер,NOUN,32,4,2
3054,года,год,NOUN,32,4,3
3055,письменный,письменный,ADJF,32,4,4
3056,стол,стол,NOUN,32,4,5
3057,с,с,PREP,32,4,6
3058,креслом,кресло,NOUN,32,4,7
3059,секретер,секретер,NOUN,32,4,8
3060,в,в,PREP,32,5,1
3061,углу,угол,NOUN,32,5,2
3062,напольные,напольный,ADJF,32,5,3
3063,часы,часы,NOUN,32,5,4
3064,xviii,xviii,,32,5,5
3065,века,век,NOUN,32,5,6
3066,на,на,PREP,32,6,1
3067,стене,стена,NOUN,32,6,2
3068,картина,картина,NOUN,32,6,3
3069,в,в,PREP,32,6,4
3070,золотой,золотой,ADJF,32,6,5
3071,раме,рама,NOUN,32,6,6
3072,некий,некий,ADJF,32,6,7
3073,господин,господин,NOUN,32,6,8
3074,с,с,PREP,32,6,9
3075,весьма,весьма,ADVB,32,6,10
3076,примечательным,примечательный,ADJF,32,6,11
3077,лицом,лицо,NOUN,32,6,12
3078,в,в,PREP,32,6,13
3079,пудреном,пудреный,ADJF,32,6,14
3080,парике,парик,NOUN,32,6,15
3081,и,и,CONJ,32,6,16
3082,с,с,PREP,32,6,17
3083,орденом,орден,NOUN,32,6,18
3084,золотого,золотой,ADJF,32,6,19
3085,руна,руно,NOUN,32,6,20
3086,на,на,PREP,32,6,21
3087,шее,шея,NOUN,32,6,22
3088,глава,глава,NOUN,33,1,1
3089,луцкий,луцкий,ADJF,33,1,2
3090,немедленно,немедленно,ADVB,33,1,3
3091,откройте,открыть,VERB,33,1,4
3092,что,что,CONJ,33,2,1
3093,за,за,PREP,33,2,2
3094,ребячество,ребячество,NOUN,33,2,3
3095,жирным,жирный,ADJF,33,3,1
3096,голосом,голос,NOUN,33,3,2
3097,взывал,взывать,VERB,33,3,3
3098,из,из,PREP,33,3,4
3099,коридора,коридор,NOUN,33,3,5
3100,солодовников,солодовник,NOUN,33,3,6
3101,председатель,председатель,NOUN,33,3,7
3102,товарищества,товарищество,NOUN,33,3,8
3103,добрый,добрый,ADJF,33,3,9
3104,самарянин,самарянин,NOUN,33,3,10
3105,мы,мы,NPRO,33,4,1
3106,сломаем,сломать,VERB,33,4,2
3107,дверь,дверь,NOUN,33,4,3
3108,ломайте,ломать,VERB,33,5,1
3109,ваше,ваш,ADJF,33,5,2
3110,степенство,степенство,NOUN,33,5,3
3111,усмехнулся,усмехнуться,VERB,33,5,4
3112,константин,константин,NOUN,33,5,5
3113,львович,львович,NOUN,33,5,6
3114,стоя,стоя,ADVB,33,5,7
3115,перед,перед,PREP,33,5,8
3116,высоким,высокий,ADJF,33,5,9
3117,старинным,старинный,ADJF,33,5,10
3118,зеркалом,зеркало,NOUN,33,5,11
3119,дверь,дверь,NOUN,33,6,1
3120,дубовая,дубовый,ADJF,33,6,2
3121,скоро,скоро,ADVB,33,6,3
3122,не,не,PRCL,33,6,4
3123,поддастся,поддаться,VERB,33,6,5
3124,а,а,CONJ,33,7,1
3125,до,до,PREP,33,7,2
3126,полуночи,полуночь,NOUN,33,7,3
3127,остаётся,оставаться,VERB,33,7,4
3128,всего,весь,ADJF,33,7,5
3129,три,три,NUMR,33,7,6
3130,минуты,минута,NOUN,33,7,7
3131,три,три,NUMR,33,8,1
3132,минуты,минута,NOUN,33,8,2
3133,и,и,CONJ,33,8,3
3134,век,век,NOUN,33,8,4
3135,закончится,закончиться,VERB,33,8,5
3136,вместе,вместе,ADVB,33,9,1
3137,с,с,PREP,33,9,2
3138,ним,они,NPRO,33,9,3
3139,закончится,закончиться,VERB,33,9,4
3140,и,и,CONJ,33,9,5
3141,отставной,отставной,ADJF,33,9,6
3142,луцкий,луцкий,ADJF,33,9,7
3143,погубленный,погубить,PRTF,33,9,8
3144,страстями,страсть,NOUN,33,9,9
3145,и,и,CONJ,33,9,10
3146,мамоной,мамона,NOUN,33,9,11
3147,будь,быть,VERB,33,10,1
3148,проклят,проклятый,ADJS,33,10,2
3149,тот,тот,ADJF,33,10,3
3150,день,день,NOUN,33,10,4
3151,и,и,CONJ,33,10,5
3152,час,час,NOUN,33,10,6
3153,когда,когда,CONJ,33,10,7
3154,он,он,NPRO,33,10,8
3155,любимец,любимец,NOUN,33,10,9
3156,московских,московский,ADJF,33,10,10
3157,репортёров,репортёр,NOUN,33,10,11
3158,герой,герой,NOUN,33,10,12
3159,абиссинской,абиссинский,ADJF,33,10,13
3160,кампании,кампания,NOUN,33,10,14
3161,согласился,согласиться,VERB,33,10,15
3162,стать,стать,INFN,33,10,16
3163,управляющим,управлять,PRTF,33,10,17
3164,этой,этот,ADJF,33,10,18
3165,подлой,подлый,ADJF,33,10,19
3166,купеческой,купеческий,ADJF,33,10,20
3167,лавочки,лавочка,NOUN,33,10,21
3168,польстился,польститься,VERB,33,11,1
3169,на,на,PREP,33,11,2
3170,жалованье,жалование,NOUN,33,11,3
3171,трёхэтажный,трёхэтажный,ADJF,33,11,4
3172,особняк,особняк,NOUN,33,11,5
3173,хороший,хороший,ADJF,33,11,6
3174,выезд,выезд,NOUN,33,11,7
3175,лучше,хороший,COMP,33,12,1
3176,бы,бы,PRCL,33,12,2
3177,остался,остаться,VERB,33,12,3
3178,в,в,PREP,33,12,4
3179,полку,полка,NOUN,33,12,5
3180,глядишь,глядеть,VERB,33,12,6
3181,эскадроном,эскадрон,NOUN,33,12,7
3182,бы,бы,PRCL,33,12,8
3183,уже,уже,ADVB,33,12,9
3184,командовал,командовать,VERB,33,12,10
3185,увы,увы,INTJ,33,12,11
3186,девятнадцатый,девятнадцатый,ADJF,33,12,12
3187,век,век,NOUN,33,12,13
3188,неумолимо,неумолимо,ADVB,33,12,14
3189,отсчитывал,отсчитывать,VERB,33,12,15
3190,свои,свой,ADJF,33,12,16
3191,последние,последний,ADJF,33,12,17
3192,секунды,секунда,NOUN,33,12,18
3193,один,один,ADJF,34,1,1
3194,олигарх,олигарх,NOUN,34,1,2
3195,спал,спасть,VERB,34,1,3
3196,и,и,CONJ,34,1,4
3197,видел,видеть,VERB,34,1,5
3198,сон,сон,NOUN,34,1,6
3199,разумеется,разумеется,CONJ,34,2,1
3200,неприятный,неприятный,ADJF,34,2,2
3201,потому,потому,ADVB,34,2,3
3202,что,что,CONJ,34,2,4
3203,жизнь,жизнь,NOUN,34,2,5
3204,у,у,PREP,34,2,6
3205,олигархов,олигарх,NOUN,34,2,7
3206,тяжёлая,тяжёлый,ADJF,34,2,8
3207,и,и,CONJ,34,2,9
3208,хорошие,хороший,ADJF,34,2,10
3209,сны,сон,NOUN,34,2,11
3210,им,они,NPRO,34,2,12
3211,никогда,никогда,ADVB,34,2,13
3212,не,не,PRCL,34,2,14
3213,снятся,сниться,VERB,34,2,15
3214,но,но,CONJ,34,3,1
3215,этот,этот,ADJF,34,3,2
3216,сон,сон,NOUN,34,3,3
3217,был,быть,VERB,34,3,4
3218,уж,уж,ADVB,34,3,5
3219,совсем,совсем,ADVB,34,3,6
3220,из,из,PREP,34,3,7
3221,ряда,ряд,NOUN,34,3,8
3222,вон,вон,ADVB,34,3,9
3223,так,так,CONJ,34,3,10
3224,что,что,CONJ,34,3,11
3225,и,и,CONJ,34,3,12
3226,пересказывать,пересказывать,INFN,34,3,13
3227,не,не,PRCL,34,3,14
3228,хочется,хотеться,VERB,34,3,15
3229,не,не,PRCL,34,4,1
3230,хочется,хотеться,VERB,34,4,2
3231,но,но,CONJ,34,4,3
3232,придётся,прийтись,VERB,34,4,4
3233,иначе,иначе,ADVB,34,4,5
3234,непонятно,непонятно,ADVB,34,4,6
3235,будет,быть,VERB,34,4,7
3236,как,как,CONJ,34,4,8
3237,началась,начаться,VERB,34,4,9
3238,эта,этот,ADJF,34,4,10
3239,история,история,NOUN,34,4,11
3240,которой,который,ADJF,34,4,12
3241,между,между,PREP,34,4,13
3242,прочим,прочить,VERB,34,4,14
3243,было,быть,VERB,34,4,15
3244,суждено,суждено,ADVB,34,4,16
3245,изменить,изменить,INFN,34,4,17
3246,судьбы,судьба,NOUN,34,4,18
3247,россии,россия,NOUN,34,4,19
3248,олигарху,олигарх,NOUN,34,5,1
3249,снилось,сниться,VERB,34,5,2
3250,что,что,CONJ,34,5,3
3251,он,он,NPRO,34,5,4
3252,идёт,идти,VERB,34,5,5
3253,по,по,PREP,34,5,6
3254,тоненькой,тоненький,ADJF,34,5,7
3255,жёрдочке,жёрдочка,NOUN,34,5,8
3256,и,и,CONJ,34,5,9
3257,упадёт,упасть,VERB,34,5,10
3258,вниз,вниз,ADVB,34,5,11
3259,в,в,PREP,34,5,12
3260,яму,яма,NOUN,34,5,13
3261,а,а,CONJ,34,6,1
3262,в,в,PREP,34,6,2
3263,яме,яма,NOUN,34,6,3
3264,кишмя,кишмя,ADVB,34,6,4
