,sentence,nmb_sent,author,title
0,.,1,"Ольга Лаврова, Александр Лавров",Бумеранг
1,.,2,"Ольга Лаврова, Александр Лавров",Бумеранг
2,.,3,"Ольга Лаврова, Александр Лавров",Бумеранг
3,"Задрав  веселые  мордашки,  двое малышей  наперебой  читают  стихи.",4,"Ольга Лаврова, Александр Лавров",Бумеранг
4,Но.,5,"Ольга Лаврова, Александр Лавров",Бумеранг
5,"бабушка, которой адресовано художественное слово, слушает невнимательно.",6,"Ольга Лаврова, Александр Лавров",Бумеранг
6,Она.,7,"Ольга Лаврова, Александр Лавров",Бумеранг
7,"груст-но  смотрит  на  Барсукова,  своего  зятя,  одевающего  ребят.",8,"Ольга Лаврова, Александр Лавров",Бумеранг
8,И  вот.,9,"Ольга Лаврова, Александр Лавров",Бумеранг
9,"пос-ледняя  пуговица  застегнута,  он  ве-шает  на  плечо  сумку,  собираясь.",10,"Ольга Лаврова, Александр Лавров",Бумеранг
10,"прощаться..      -- Леша, кое-что надо сказать....      Барсуков понимает, что присут-ствие детей нежелательно..      -- Ну-ка, орлы, марш на балкон!.",11,"Ольга Лаврова, Александр Лавров",Бумеранг
11,Ребята убегают..      -- Не мне бы  этот разговор вес-ти... Слез я не меньше твоего проли-ла.. Ты жену потерял -- я дочь схоро-нила.,12,"Ольга Лаврова, Александр Лавров",Бумеранг
12,Горе у нас общее.,13,"Ольга Лаврова, Александр Лавров",Бумеранг
13,Но жизнь есть жизнь:.,14,"Ольга Лаврова, Александр Лавров",Бумеранг
14,"пора тебе жениться, Леша!.",15,"Ольга Лаврова, Александр Лавров",Бумеранг
15,-- На ком я могу жениться?,16,"Ольга Лаврова, Александр Лавров",Бумеранг
16,"-- с неловкостью произносит он, по-молчав..      -- А вот с которой Смирновы знакомили?..",17,"Ольга Лаврова, Александр Лавров",Бумеранг
