,sentence,nmb_sent,author,title
0,--.,1,Братья Вайнеры,"Я, следователь..."
1,43-60. .,2,Братья Вайнеры,"Я, следователь..."
2,"...Да,  их  было,  несомненно, трое  --  три  салата, три осетрины, три.",3,Братья Вайнеры,"Я, следователь..."
3,"горячих, три кофе, три мороженых..      Это  было  для  меня полной неожиданностью.",4,Братья Вайнеры,"Я, следователь..."
4,Почему-то я  все время был.,5,Братья Вайнеры,"Я, следователь..."
5,"уверен, что в  автомобиле ехало только два человека.",6,Братья Вайнеры,"Я, следователь..."
6,"И вдруг выплыл  третий.. Да,  это удар  по всем моим версиям.",7,Братья Вайнеры,"Я, следователь..."
7,Если об одном хоть  что-то  известно --.,8,Братья Вайнеры,"Я, следователь..."
8,"имя,  служба  в армии вместе с Корецким, второй появился вообще  как черт из.",9,Братья Вайнеры,"Я, следователь..."
9,машины.,10,Братья Вайнеры,"Я, следователь..."
10,"Хорошо,  начнем с Отари.",11,Братья Вайнеры,"Я, следователь..."
11,"Я  позвонил в  гостиницу, попросил поднять.",12,Братья Вайнеры,"Я, следователь..."
12,"списки  проживающих  и  найти паспортные данные всех людей по  имени  Отари,.",13,Братья Вайнеры,"Я, следователь..."
13,которые  были пропитаны в гостинице в последнюю декаду августа.,14,Братья Вайнеры,"Я, следователь..."
