,sentence,nmb_sent,author,title
0,.,1,Валерий Горбань,Мой ответ Бернарду Боту
1,.,2,Валерий Горбань,Мой ответ Бернарду Боту
2,.,3,Валерий Горбань,Мой ответ Бернарду Боту
3,МОЙ ЛИЧНЫЙ ОТВЕТ БЕРНАРДУ БОТА.,4,Валерий Горбань,Мой ответ Бернарду Боту
4,.,5,Валерий Горбань,Мой ответ Бернарду Боту
5,.,6,Валерий Горбань,Мой ответ Бернарду Боту
6,.,7,Валерий Горбань,Мой ответ Бернарду Боту
7,"Глава МИД  РФ  Сергей Лавров назвал  ""кощунственным"" заявление министра.",8,Валерий Горбань,Мой ответ Бернарду Боту
8,"иностранных дел Нидерландов Бернарда Бота, который  потребовал  у российской.",9,Валерий Горбань,Мой ответ Бернарду Боту
9,стороны объяснений в связи с захватом заложников в Беслане.. .,10,Валерий Горбань,Мой ответ Бернарду Боту
10,"Я Вам отвечу, мистер Бот,.",11,Валерий Горбань,Мой ответ Бернарду Боту
11,Кто виноват - я дам отчет..      Надеюсь впрок он вам пойдет!.,12,Валерий Горбань,Мой ответ Бернарду Боту
12,.,13,Валерий Горбань,Мой ответ Бернарду Боту
13,Начну чуток издалека:.,14,Валерий Горбань,Мой ответ Бернарду Боту
14,"Протяжна времени река,.",15,Валерий Горбань,Мой ответ Бернарду Боту
15,"Все что зовется стариной,.",16,Валерий Горбань,Мой ответ Бернарду Боту
16,"Насквозь пропитано войной..      Тому минуло шестьдесят,.",17,Валерий Горбань,Мой ответ Бернарду Боту
17,Когда союзников отряд.,18,Валерий Горбань,Мой ответ Бернарду Боту
18,"Фашизму голову сломил,.",19,Валерий Горбань,Мой ответ Бернарду Боту
19,"Но, как мы видим, не добил,.",20,Валерий Горбань,Мой ответ Бернарду Боту
20,"Он эту гадину в бою,.",21,Валерий Горбань,Мой ответ Бернарду Боту
