,sentence,nmb_sent,author,title
0,   ПРОЛОГ       Эта грымза бьется надо мной уже две  недели  и  понемногу  выковыривает данные.,1,Евгений Кукаркин,Фрагменты тюремной жизни
1,- Так откуда у вас эти восьмидесятые микросхемы?-задает она вопрос.,2,Евгений Кукаркин,Фрагменты тюремной жизни
2,- Купил.,3,Евгений Кукаркин,Фрагменты тюремной жизни
3,- Где?,4,Евгений Кукаркин,Фрагменты тюремной жизни
4,- На рынке.,5,Евгений Кукаркин,Фрагменты тюремной жизни
5,"- Лож,-беапиляционно говорит она.",6,Евгений Кукаркин,Фрагменты тюремной жизни
6,- Клянусь богом...-начал я.,7,Евгений Кукаркин,Фрагменты тюремной жизни
7,"- Можете  клясться  кем  угодно,  но  на  этих  микросхемах стоит клеймо военной приемки.",8,Евгений Кукаркин,Фрагменты тюремной жизни
8,"Вот видите, маленькая, крошечная ракетка.",9,Евгений Кукаркин,Фрагменты тюремной жизни
9,"Это  значит,  что микросхемы украдены.",10,Евгений Кукаркин,Фрагменты тюремной жизни
10,- Мне такие продали.,11,Евгений Кукаркин,Фрагменты тюремной жизни
11,"- А  вот  заключение  экспертизы,-кабудь-то  незамечая  моих оправданий, говорит  следователь,-микросхемы  из  той  партии,  что  завезли   на   ваше предприятие.",12,Евгений Кукаркин,Фрагменты тюремной жизни
12,"- Значит  кто-то  у  нас на предприятии стащил, продал перекупщику, а те случайно мне.",13,Евгений Кукаркин,Фрагменты тюремной жизни
13,- Очень сложновато.,14,Евгений Кукаркин,Фрагменты тюремной жизни
