,word,lemma,pos,nmb_text,nmb_sent,nmb_word
2464,по,по,PREP,25,5,38
2465,европе,европа,NOUN,25,5,39
2466,лишь,лишь,PRCL,25,5,40
2467,первые,первый,ADJF,25,5,41
2468,тревожные,тревожный,ADJF,25,5,42
2469,глухие,глухой,ADJF,25,5,43
2470,вести,вести,INFN,25,5,44
2471,в,в,PREP,25,5,45
2472,этот,этот,ADJF,25,5,46
2473,самый,самый,ADJF,25,5,47
2474,день,день,NOUN,25,5,48
2475,штабс-капитан,штабс-капитан,NOUN,25,5,49
2476,рыбников,рыбник,NOUN,25,5,50
2477,живший,жить,PRTF,25,5,51
2478,в,в,PREP,25,5,52
2479,безымянном,безымянный,ADJF,25,5,53
2480,переулке,переулок,NOUN,25,5,54
2481,на,на,PREP,25,5,55
2482,песках,песок,NOUN,25,5,56
2483,получил,получить,VERB,25,5,57
2484,следующую,следующий,ADJF,25,5,58
2485,телеграмму,телеграмма,NOUN,25,5,59
2486,из,из,PREP,25,5,60
2487,иркутска,иркутск,NOUN,25,5,61
2488,``,``,,25,5,62
2489,вышлите,выслать,VERB,25,5,63
2490,немедленно,немедленно,ADVB,25,5,64
2491,листы,лист,NOUN,25,5,65
2492,следите,следить,VERB,25,5,66
2493,за,за,PREP,25,5,67
2494,больным,больной,ADJF,25,5,68
2495,уплатите,уплатить,VERB,25,5,69
2496,расходы,расход,NOUN,25,5,70
2497,'','',,25,5,71
2498,глава,глава,NOUN,26,1,1
2499,первая,первый,ADJF,26,1,2
2500,хоть,хоть,PRCL,26,1,3
2501,и,и,CONJ,26,1,4
2502,не,не,PRCL,26,1,5
2503,красавица,красавица,NOUN,26,1,6
2504,это,это,PRCL,26,1,7
2505,была,быть,VERB,26,1,8
2506,нелюбовь,нелюбовь,NOUN,26,1,9
2507,с,с,PREP,26,1,10
2508,первого,первый,ADJF,26,1,11
2509,взгляда,взгляд,NOUN,26,1,12
2510,когда,когда,CONJ,26,2,1
2511,поезд,поезд,NOUN,26,2,2
2512,отъехал,отъехать,VERB,26,2,3
2513,от,от,PREP,26,2,4
2514,последней,последний,ADJF,26,2,5
2515,латвийской,латвийский,ADJF,26,2,6
2516,станции,станция,NOUN,26,2,7
2517,с,с,PREP,26,2,8
2518,немелодичным,немелодичный,ADJF,26,2,9
2519,названием,название,NOUN,26,2,10
2520,зелупе,зелупа,NOUN,26,2,11
2521,и,и,CONJ,26,2,12
2522,прогрохотав,прогрохотать,GRND,26,2,13
2523,по,по,PREP,26,2,14
2524,железному,железный,ADJF,26,2,15
2525,мосту,мост,NOUN,26,2,16
2526,стал,стать,VERB,26,2,17
2527,приближаться,приближаться,INFN,26,2,18
2528,к,к,PREP,26,2,19
2529,российской,российский,ADJF,26,2,20
2530,границе,граница,NOUN,26,2,21
2531,николас,николас,NOUN,26,2,22
2532,придвинулся,придвинуться,VERB,26,2,23
2533,к,к,PREP,26,2,24
2534,окну,окно,NOUN,26,2,25
2535,купе,купе,NOUN,26,2,26
2536,и,и,CONJ,26,2,27
2537,перестал,перестать,VERB,26,2,28
2538,слушать,слушать,INFN,26,2,29
2539,косноязычную,косноязычный,ADJF,26,2,30
2540,болтовню,болтовня,NOUN,26,2,31
2541,попутчика,попутчик,NOUN,26,2,32
2542,айвар,айвар,NOUN,26,3,1
2543,калинкинс,калинкинс,NOUN,26,3,2
2544,специалист,специалист,NOUN,26,3,3
2545,по,по,PREP,26,3,4
2546,экспорту,экспорт,NOUN,26,3,5
2547,сметаны,сметана,NOUN,26,3,6
2548,так,так,CONJ,26,3,7
2549,гордился,гордиться,VERB,26,3,8
2550,своим,свой,ADJF,26,3,9
2551,знанием,знание,NOUN,26,3,10
2552,английского,английский,ADJF,26,3,11
2553,что,что,CONJ,26,3,12
2554,переходить,переходить,INFN,26,3,13
2555,с,с,PREP,26,3,14
2556,ним,они,NPRO,26,3,15
2557,на,на,PREP,26,3,16
2558,русский,русский,ADJF,26,3,17
2559,было,быть,VERB,26,3,18
2560,бы,бы,PRCL,26,3,19
2561,просто,просто,PRCL,26,3,20
2562,жестоко,жестоко,ADVB,26,3,21
2563,да,да,PRCL,26,3,22
2564,и,и,CONJ,26,3,23
2565,судя,судить,GRND,26,3,24
2566,по,по,PREP,26,3,25
2567,тому,тот,ADJF,26,3,26
2568,как,как,CONJ,26,3,27
2569,латвийский,латвийский,ADJF,26,3,28
2570,коммерсант,коммерсант,NOUN,26,3,29
2571,отзывался,отзываться,VERB,26,3,30
2572,о,о,PREP,26,3,31
2573,своих,свой,ADJF,26,3,32
2574,недавних,недавний,ADJF,26,3,33
2575,соотечественниках,соотечественник,NOUN,26,3,34
2576,он,он,NPRO,26,3,35
2577,вряд,вряд,ADVB,26,3,36
2578,ли,ли,CONJ,26,3,37
2579,пожелал,пожелать,VERB,26,3,38
2580,бы,бы,PRCL,26,3,39
2581,изъясняться,изъясняться,INFN,26,3,40
2582,на,на,PREP,26,3,41
2583,языке,язык,NOUN,26,3,42
2584,пушкина,пушкин,NOUN,26,3,43
2585,и,и,CONJ,26,3,44
2586,достоевского,достоевский,NOUN,26,3,45
2587,с,с,PREP,26,4,1
2588,самой,сам,ADJF,26,4,2
2589,риги,рига,NOUN,26,4,3
2590,бизнесмен,бизнесмен,NOUN,26,4,4
2591,упражнялся,упражняться,VERB,26,4,5
2592,на,на,PREP,26,4,6
2593,кротком,кроткий,ADJF,26,4,7
2594,британце,британец,NOUN,26,4,8
2595,в,в,PREP,26,4,9
2596,использовании,использование,NOUN,26,4,10
2597,идиоматических,идиоматический,ADJF,26,4,11
2598,оборотов,оборот,NOUN,26,4,12
2599,и,и,CONJ,26,4,13
2600,паст,паста,NOUN,26,4,14
2601,перфект,перфект,NOUN,26,4,15
2602,континьюэс,континьюэс,NOUN,26,4,16
2603,называя,называть,GRND,26,4,17
2604,при,при,PREP,26,4,18
2605,этом,это,NPRO,26,4,19
2606,собеседника,собеседник,NOUN,26,4,20
2607,``,``,,26,4,21
2608,мистер,мистер,NOUN,26,4,22
2609,фэндорайн,фэндорайна,NOUN,26,4,23
2610,'','',,26,4,24
2611,глава,глава,NOUN,27,1,1
2612,тринадцатая,тринадцатый,ADJF,27,1,2
2613,жизнь,жизнь,NOUN,27,2,1
2614,взаймы,взаймы,ADVB,27,2,2
2615,не,не,PRCL,27,2,3
2616,знаешь,знать,VERB,27,2,4
2617,где,где,ADVB,27,2,5
2618,найдёшь,найти,VERB,27,2,6
2619,где,где,ADVB,27,2,7
2620,потеряешь,потерять,VERB,27,2,8
2621,эту,этот,ADJF,27,3,1
2622,немудрящую,немудрящий,ADJF,27,3,2
2623,присказку,присказка,NOUN,27,3,3
2624,николас,николас,NOUN,27,3,4
2625,вспомнил,вспомнить,VERB,27,3,5
2626,не,не,PRCL,27,3,6
2627,раз,раз,NOUN,27,3,7
2628,и,и,CONJ,27,3,8
2629,не,не,PRCL,27,3,9
2630,два,два,NUMR,27,3,10
2631,пока,пока,ADVB,27,3,11
2632,ехал,ехать,VERB,27,3,12
2633,неспешным,неспешный,ADJF,27,3,13
2634,товарным,товарный,ADJF,27,3,14
2635,поездом,поезд,NOUN,27,3,15
2636,на,на,PREP,27,3,16
2637,северо-запад,северо-запад,NOUN,27,3,17
2638,жизнь,жизнь,NOUN,27,4,1
2639,отняла,отнять,VERB,27,4,2
2640,у,у,PREP,27,4,3
2641,магистра,магистр,NOUN,27,4,4
2642,многое,многое,NPRO,27,4,5
2643,но,но,CONJ,27,4,6
2644,многому,многое,NPRO,27,4,7
2645,и,и,CONJ,27,4,8
2646,научила,научить,VERB,27,4,9
2647,например,например,CONJ,27,5,1
2648,по,по,PREP,27,5,2
2649,новому,новый,ADJF,27,5,3
2650,относиться,относиться,INFN,27,5,4
2651,к,к,PREP,27,5,5
2652,основным,основный,ADJF,27,5,6
2653,категориям,категория,NOUN,27,5,7
2654,движения,движение,NOUN,27,5,8
2655,времени,время,NOUN,27,5,9
2656,и,и,CONJ,27,5,10
2657,пространству,пространство,NOUN,27,5,11
2658,привычные,привычный,ADJF,27,5,12
2659,представления,представление,NOUN,27,5,13
2660,оказывались,оказываться,VERB,27,5,14
2661,ошибочными,ошибочный,ADJF,27,5,15
2662,когда,когда,CONJ,27,6,1
2663,состав,состав,NOUN,27,6,2
2664,стоял,стоять,VERB,27,6,3
2665,пространство,пространство,NOUN,27,6,4
2666,исчезало,исчезать,VERB,27,6,5
2667,и,и,CONJ,27,6,6
2668,оставалось,оставаться,VERB,27,6,7
2669,только,только,ADVB,27,6,8
2670,время,время,NOUN,27,6,9
2671,когда,когда,CONJ,27,6,10
2672,же,же,PRCL,27,6,11
2673,нёсся,нестись,VERB,27,6,12
2674,на,на,PREP,27,6,13
2675,полной,полный,ADJF,27,6,14
2676,скорости,скорость,NOUN,27,6,15
2677,всё,всё,PRCL,27,6,16
2678,было,быть,VERB,27,6,17
2679,наоборот,наоборот,ADVB,27,6,18
2680,нашлось,найтись,VERB,27,7,1
2681,чему,что,NPRO,27,7,2
2682,поучиться,поучиться,INFN,27,7,3
2683,и,и,CONJ,27,7,4
2684,у,у,PREP,27,7,5
2685,попутчика,попутчик,NOUN,27,7,6
2686,миши,миша,NOUN,27,7,7
2687,был,быть,VERB,27,8,1
2688,он,он,NPRO,27,8,2
2689,человек,человек,NOUN,27,8,3
2690,божий,божий,ADJF,27,8,4
2691,лёгкий,лёгкий,ADJF,27,8,5
2692,из,из,PREP,27,8,6
2693,вечной,вечный,ADJF,27,8,7
2694,русской,русский,ADJF,27,8,8
2695,породы,порода,NOUN,27,8,9
2696,бродяг,бродяга,NOUN,27,8,10
2697,которая,который,ADJF,27,8,11
2698,за,за,PREP,27,8,12
2699,тысячу,тысяча,NOUN,27,8,13
2700,лет,год,NOUN,27,8,14
2701,существования,существование,NOUN,27,8,15
2702,россии,россия,NOUN,27,8,16
2703,не,не,PRCL,27,8,17
2704,так,так,CONJ,27,8,18
2705,уж,уж,ADVB,27,8,19
2706,сильно,сильно,ADVB,27,8,20
2707,и,и,CONJ,27,8,21
2708,изменилась,измениться,VERB,27,8,22
2709,часть,часть,NOUN,28,1,1
2710,первая,первый,ADJF,28,1,2
2711,блюдитеся,блюдитести,GRND,28,2,1
2712,псов,пёс,NOUN,28,2,2
2713,смерть,смерть,NOUN,28,2,3
2714,загуляя,загуляй,NOUN,28,2,4
2715,...,...,,28,2,5
2716,а,а,CONJ,28,2,6
2717,надо,надо,PRED,28,2,7
2718,вам,вы,NPRO,28,2,8
2719,сказать,сказать,INFN,28,2,9
2720,что,что,CONJ,28,2,10
2721,к,к,PREP,28,2,11
2722,яблочному,яблочный,ADJF,28,2,12
2723,спасу,спас,NOUN,28,2,13
2724,как,как,CONJ,28,2,14
2725,начнёт,начать,VERB,28,2,15
2726,небо,небо,NOUN,28,2,16
2727,поворачивать,поворачивать,INFN,28,2,17
2728,с,с,PREP,28,2,18
2729,лета,лето,NOUN,28,2,19
2730,на,на,PREP,28,2,20
2731,осень,осень,NOUN,28,2,21
2732,город,город,NOUN,28,2,22
2733,наш,наш,ADJF,28,2,23
2734,имеет,иметь,VERB,28,2,24
2735,обыкновение,обыкновение,NOUN,28,2,25
2736,подвергаться,подвергаться,INFN,28,2,26
2737,истинному,истинный,ADJF,28,2,27
2738,нашествию,нашествие,NOUN,28,2,28
2739,цикад,цикада,NOUN,28,2,29
2740,так,так,CONJ,28,2,30
2741,что,что,CONJ,28,2,31
2742,ночью,ночью,ADVB,28,2,32
2743,и,и,CONJ,28,2,33
2744,захочешь,захотеть,VERB,28,2,34
2745,спать,спать,INFN,28,2,35
2746,да,да,PRCL,28,2,36
2747,не,не,PRCL,28,2,37
2748,уснёшь,уснуть,VERB,28,2,38
2749,вот,вот,PRCL,28,2,39
2750,какие,какой,ADJF,28,2,40
2751,со,с,PREP,28,2,41
2752,всех,весь,ADJF,28,2,42
2753,сторон,сторона,NOUN,28,2,43
2754,несутся,нестись,VERB,28,2,44
2755,трели,трель,NOUN,28,2,45
2756,и,и,CONJ,28,2,46
2757,звезды,звезда,NOUN,28,2,47
2758,опускаются,опускаться,VERB,28,2,48
2759,низко-низко,низко-низко,ADVB,28,2,49
2760,луна,луна,NOUN,28,2,50
2761,же,же,PRCL,28,2,51
2762,и,и,CONJ,28,2,52
2763,подавно,подавно,ADVB,28,2,53
2764,виснет,виснуть,VERB,28,2,54
2765,чуть,чуть,ADVB,28,2,55
2766,не,не,PRCL,28,2,56
2767,над,над,PREP,28,2,57
2768,самыми,самый,ADJF,28,2,58
2769,колокольнями,колокольня,NOUN,28,2,59
2770,делаясь,делаться,GRND,28,2,60
2771,похожа,похожий,ADJS,28,2,61
2772,на,на,PREP,28,2,62
2773,яблоко,яблоко,NOUN,28,2,63
2774,нашей,наш,ADJF,28,2,64
2775,прославленной,прославить,PRTF,28,2,65
2776,``,``,,28,2,66
2777,сметанной,сметанный,ADJF,28,2,67
2778,'','',,28,2,68
2779,породы,порода,NOUN,28,2,69
2780,которую,который,ADJF,28,2,70
2781,местные,местный,ADJF,28,2,71
2782,купцы,купец,NOUN,28,2,72
2783,поставляют,поставлять,VERB,28,2,73
2784,и,и,CONJ,28,2,74
2785,к,к,PREP,28,2,75
2786,царскому,царский,ADJF,28,2,76
2787,двору,двор,NOUN,28,2,77
2788,и,и,CONJ,28,2,78
2789,даже,даже,PRCL,28,2,79
2790,возят,возить,VERB,28,2,80
2791,на,на,PREP,28,2,81
2792,европейские,европейский,ADJF,28,2,82
2793,выставки,выставка,NOUN,28,2,83
2794,если,если,CONJ,28,3,1
2795,б,б,PRCL,28,3,2
2796,кому,кто,NPRO,28,3,3
2797,выпало,выпасть,VERB,28,3,4
2798,взглянуть,взглянуть,INFN,28,3,5
2799,на,на,PREP,28,3,6
2800,заволжск,заволжск,NOUN,28,3,7
2801,из,из,PREP,28,3,8
2802,небесных,небесный,ADJF,28,3,9
2803,сфер,сфера,NOUN,28,3,10
2804,откуда,откуда,ADVB,28,3,11
2805,изливаются,изливаться,VERB,28,3,12
2806,лучи,луч,NOUN,28,3,13
2807,ночных,ночной,ADJF,28,3,14
2808,светил,светить,VERB,28,3,15
2809,то,то,CONJ,28,3,16
2810,перед,перед,PREP,28,3,17
2811,счастливцем,счастливец,NOUN,28,3,18
2812,верно,верно,CONJ,28,3,19
2813,предстала,предстать,VERB,28,3,20
2814,бы,бы,PRCL,28,3,21
2815,картина,картина,NOUN,28,3,22
2816,некоего,некий,ADJF,28,3,23
2817,зачарованного,зачаровать,PRTF,28,3,24
2818,царства,царство,NOUN,28,3,25
2819,лениво,лениво,ADVB,28,3,26
2820,искрящаяся,искриться,PRTF,28,3,27
2821,река,река,NOUN,28,3,28
2822,посверкивающие,посверкивать,PRTF,28,3,29
2823,крыши,крыша,NOUN,28,3,30
2824,мерцание,мерцание,NOUN,28,3,31
2825,газовых,газовый,ADJF,28,3,32
2826,фонарей,фонарь,NOUN,28,3,33
2827,и,и,CONJ,28,3,34
2828,над,над,PREP,28,3,35
2829,всей,весь,ADJF,28,3,36
2830,этой,этот,ADJF,28,3,37
2831,игрой,игра,NOUN,28,3,38
2832,разнообразных,разнообразный,ADJF,28,3,39
2833,сияний,сияние,NOUN,28,3,40
2834,воспаряет,воспарять,VERB,28,3,41
2835,серебряный,серебряный,ADJF,28,3,42
2836,звон,звон,NOUN,28,3,43
2837,цикадного,цикадный,ADJF,28,3,44
2838,хора,хор,NOUN,28,3,45
2839,анонс,анонс,NOUN,29,1,1
2840,роман,роман,NOUN,29,1,2
2841,``,``,,29,1,3
2842,пелагия,пелагия,NOUN,29,1,4
2843,и,и,CONJ,29,1,5
2844,красный,красный,ADJF,29,1,6
2845,петух,петух,NOUN,29,1,7
2846,'','',,29,1,8
2847,завершает,завершать,VERB,29,1,9
2848,трилогию,трилогия,NOUN,29,1,10
2849,о,о,PREP,29,1,11
2850,приключениях,приключение,NOUN,29,1,12
2851,непоседливой,непоседливый,ADJF,29,1,13
2852,очкастой,очкастый,ADJF,29,1,14
2853,монахини,монахиня,NOUN,29,1,15
2854,преосвященного,преосвященный,NOUN,29,1,16
2855,митрофания,митрофаний,NOUN,29,1,17
2856,и,и,CONJ,29,1,18
2857,губернского,губернский,ADJF,29,1,19
2858,прокурора,прокурор,NOUN,29,1,20
2859,матвея,матвей,NOUN,29,1,21
2860,бердичевского,бердичевский,ADJF,29,1,22
2861,на,на,PREP,29,1,23
2862,сей,сей,ADJF,29,1,24
2863,раз,раз,NOUN,29,1,25
2864,запутанная,запутать,PRTF,29,1,26
2865,нить,нить,NOUN,29,1,27
2866,которую,который,ADJF,29,1,28
2867,разматывает,разматывать,VERB,29,1,29
2868,сестра,сестра,NOUN,29,1,30
2869,пелагия,пелагия,NOUN,29,1,31
2870,заводит,заводить,VERB,29,1,32
2871,её,она,NPRO,29,1,33
2872,слишком,слишком,ADVB,29,1,34
2873,далеко,далеко,ADVB,29,1,35
2874,туда,туда,ADVB,29,1,36
2875,откуда,откуда,ADVB,29,1,37
2876,быть,быть,INFN,29,1,38
2877,может,мочь,VERB,29,1,39
2878,и,и,CONJ,29,1,40
2879,вовсе,вовсе,ADVB,29,1,41
2880,нет,нет,PRED,29,1,42
2881,возврата,возврат,NOUN,29,1,43
2882,...,...,,29,1,44
2883,x,x,,29,1,45
2884,паучье,паучий,ADJF,29,1,46
2885,логово,логово,NOUN,29,1,47
2886,ай,ай,INTJ,29,1,48
2887,да,да,PRCL,29,1,49
2888,бердичевский,бердичевский,ADJF,29,1,50
2889,глядя,глядеть,GRND,29,1,51
2890,десятнику,десятник,NOUN,29,1,52
2891,киевского,киевский,ADJF,29,1,53
2892,участка,участок,NOUN,29,1,54
2893,не,не,PRCL,29,1,55
2894,в,в,PREP,29,1,56
2895,глаза,глаз,NOUN,29,1,57
2896,а,а,CONJ,29,1,58
2897,на,на,PREP,29,1,59
2898,мокрые,мокрый,ADJF,29,1,60
2899,губы,губа,NOUN,29,1,61
2900,собранные,собранный,ADJF,29,1,62
2901,в,в,PREP,29,1,63
2902,гузку,гузка,NOUN,29,1,64
2903,для,для,PREP,29,1,65
2904,лобызания,лобызание,NOUN,29,1,66
2905,матвей,матвей,NOUN,29,1,67
2906,бенционович,бенционович,NOUN,29,1,68
2907,брезгливо,брезгливый,ADJS,29,1,69
2908,процедил,процедить,VERB,29,1,70
2909,поцелуй,поцелуй,NOUN,29,1,71
2910,иуды,иуда,NOUN,29,1,72
2911,что,что,CONJ,29,2,1
2912,узнал,узнать,VERB,29,2,2
2913,поджидок,поджидкий,ADJS,29,2,3
2914,вот,вот,PRCL,29,3,1
2915,пригодилось,пригодиться,VERB,29,3,2
2916,и,и,CONJ,29,3,3
2917,полезное,полезный,ADJF,29,3,4
2918,слово,слово,NOUN,29,3,5
2919,позаимствованное,позаимствовать,PRTF,29,3,6
2920,у,у,PREP,29,3,7
2921,``,``,,29,3,8
2922,есаула,есаул,NOUN,29,3,9
2923,'','',,29,3,10
2924,савчук,савчук,NOUN,29,4,1
2925,выпучил,выпучить,VERB,29,4,2
2926,глаза,глаз,NOUN,29,4,3
2927,а,а,CONJ,29,4,4
2928,коля,коля,NOUN,29,4,5
2929,разобрал,разобрать,VERB,29,4,6
2930,губы,губа,NOUN,29,4,7
2931,обратно,обратно,ADVB,29,4,8
2932,и,и,CONJ,29,4,9
2933,нижняя,нижний,ADJF,29,4,10
2934,отвисла,отвиснуть,VERB,29,4,11
2935,вместе,вместе,ADVB,29,4,12
2936,с,с,PREP,29,4,13
2937,челюстью,челюсть,NOUN,29,4,14
2938,борис,борис,NOUN,30,1,1
2939,акунин,акунин,NOUN,30,1,2
2940,чхартишвили,чхартишвили,NOUN,30,1,3
2941,григорий,григорий,NOUN,30,1,4
2942,шалвович,шалвович,NOUN,30,1,5
2943,родился,родиться,VERB,30,1,6
2944,в,в,PREP,30,1,7
2945,1956,1956,,30,1,8
2946,году,год,NOUN,30,1,9
2947,эссеист,эссеист,NOUN,30,2,1
2948,переводчик,переводчик,NOUN,30,2,2
2949,беллетрист,беллетрист,NOUN,30,2,3
2950,автор,автор,NOUN,30,3,1
2951,книги,книга,NOUN,30,3,2
2952,``,``,,30,3,3
2953,писатель,писатель,NOUN,30,3,4
2954,и,и,CONJ,30,3,5
2955,самоубийство,самоубийство,NOUN,30,3,6
2956,'','',,30,3,7
2957,м.,м.,,30,3,8
2958,``,``,,30,3,9
2959,нло,нло,NOUN,30,3,10
2960,'','',,30,3,11
2961,1999,1999,,30,3,12
2962,а,а,CONJ,30,3,13
2963,также,также,PRCL,30,3,14
2964,серии,серия,NOUN,30,3,15
2965,детективных,детективный,ADJF,30,3,16
2966,романов,роман,NOUN,30,3,17
2967,``,``,,30,3,18
2968,азазель,азазель,NOUN,30,3,19
2969,'','',,30,3,20
2970,и,и,CONJ,30,3,21
2971,др,др,NOUN,30,3,22
2972,живёт,жить,VERB,30,4,1
2973,в,в,PREP,30,4,2
2974,москве,москва,NOUN,30,4,3
2975,в,в,PREP,30,5,1
2976,``,``,,30,5,2
2977,новом,новый,ADJF,30,5,3
2978,мире,мир,NOUN,30,5,4
2979,'','',,30,5,5
2980,печатается,печататься,VERB,30,5,6
2981,впервые,впервые,ADVB,30,5,7
2982,популярность,популярность,NOUN,30,6,1
2983,123,123,,30,6,2
2984,last-modified,last-modified,,30,6,3
2985,mon,mon,,30,6,4
2986,10,10,,30,6,5
2987,sep,sep,,30,6,6
2988,2001,2001,,30,6,7
2989,07:27:53,07:27:53,,30,6,8
2990,gmt,gmt,,30,6,9
2991,версия,версия,NOUN,31,1,1
2992,трагедия,трагедия,NOUN,31,1,2
2993,в,в,PREP,31,1,3
2994,двух,два,NUMR,31,1,4
2995,актах,акт,NOUN,31,1,5
2996,действующие,действовать,PRTF,31,1,6
2997,лица,лицо,NOUN,31,1,7
2998,клавдий,клавдий,NOUN,31,1,8
2999,король,король,NOUN,31,1,9
3000,дании,дания,NOUN,31,1,10
3001,гертруда,гертруда,NOUN,31,2,1
3002,королева,королева,NOUN,31,2,2
3003,гамлет,гамлет,NOUN,31,3,1
3004,наследный,наследный,ADJF,31,3,2
3005,принц,принц,NOUN,31,3,3
3006,полоний,полоний,NOUN,31,4,1
3007,канцлер,канцлер,NOUN,31,4,2
3008,лаэрт,лаэрта,NOUN,31,5,1
3009,сын,сын,NOUN,31,5,2
3010,полония,полоний,NOUN,31,5,3
3011,офелия,офелия,NOUN,31,6,1
3012,дочь,дочь,NOUN,31,6,2
3013,полония,полоний,NOUN,31,6,3
3014,гораций,гораций,NOUN,31,7,1
3015,розенкранц,розенкранц,NOUN,31,7,2
3016,гильденстерн,гильденстерна,NOUN,31,7,3
3017,фортинбрас,фортинбрас,NOUN,31,7,4
3018,принц,принц,NOUN,31,7,5
3019,норвежский,норвежский,ADJF,31,7,6
3020,норвежский,норвежский,ADJF,31,8,1
3021,офицер,офицер,NOUN,31,8,2
3022,лейтенант,лейтенант,NOUN,31,9,1
3023,швейцарцев,швейцарец,NOUN,31,9,2
3024,озрик,озрик,NOUN,31,10,1
3025,придворный,придворный,NOUN,31,10,2
3026,придворные,придворный,NOUN,31,11,1
3027,слуги,слуга,NOUN,31,11,2
3028,мятежники,мятежник,NOUN,31,11,3
3029,могильщики,могильщик,NOUN,31,11,4
3030,акт,акт,NOUN,31,12,1
3031,первый,первый,ADJF,31,12,2
3032,сцена,сцена,NOUN,31,12,3
3033,1,1,,31,12,4
3034,парадный,парадный,ADJF,31,12,5
3035,зал,зал,NOUN,31,12,6
3036,в,в,PREP,31,12,7
3037,королевском,королевский,ADJF,31,12,8
3038,замке,замок,NOUN,31,12,9
3039,эльсинор,эльсинора,NOUN,31,12,10
3040,неподалёку,неподалёку,ADVB,31,13,1
3041,от,от,PREP,31,13,2
3042,пустого,пустой,ADJF,31,13,3
3043,трона,трон,NOUN,31,13,4
3044,первые,первый,ADJF,31,13,5
3045,особы,особа,NOUN,31,13,6
3046,королевства,королевство,NOUN,31,13,7
3047,наследный,наследный,ADJF,31,13,8
3048,принц,принц,NOUN,31,13,9
3049,гамлет,гамлет,NOUN,31,13,10
3050,канцлер,канцлер,NOUN,31,13,11
3051,полоний,полоний,NOUN,31,13,12
3052,с,с,PREP,31,13,13
3053,сыном,сын,NOUN,31,13,14
3054,и,и,CONJ,31,13,15
3055,дочерью,дочь,NOUN,31,13,16
3056,ещё,ещё,ADVB,31,13,17
3057,несколько,несколько,ADVB,31,13,18
3058,придворных,придворный,NOUN,31,13,19
3059,всё,всё,PRCL,31,13,20
3060,они,они,NPRO,31,13,21
3061,стоят,стоять,VERB,31,13,22
3062,к,к,PREP,31,13,23
3063,зрителям,зритель,NOUN,31,13,24
3064,спиной,спина,NOUN,31,13,25
3065,слышен,слышный,ADJS,31,14,1
3066,приглушённый,приглушить,PRTF,31,14,2
3067,гул,гул,NOUN,31,14,3
3068,множества,множество,NOUN,31,14,4
3069,голосов,голос,NOUN,31,14,5
3070,парадный,парадный,ADJF,31,14,6
3071,зал,зал,NOUN,31,14,7
3072,велик,большой,ADJS,31,14,8
3073,мы,мы,NPRO,31,14,9
3074,видим,видеть,VERB,31,14,10
3075,лишь,лишь,PRCL,31,14,11
3076,его,он,NPRO,31,14,12
3077,малую,малый,ADJF,31,14,13
3078,часть,часть,NOUN,31,14,14
3079,посвящается,посвящаться,VERB,32,1,1
3080,ю.,ю.,,32,1,2
3081,м.,м.,,32,1,3
3082,действующие,действовать,PRTF,32,1,4
3083,лица,лицо,NOUN,32,1,5
3084,константин,константин,NOUN,32,1,6
3085,львович,львович,NOUN,32,1,7
3086,томский,томский,ADJF,32,1,8
3087,управляющий,управлять,PRTF,32,1,9
3088,кредитно-ссудным,кредитно-ссудный,ADJF,32,1,10
3089,товариществом,товарищество,NOUN,32,1,11
3090,``,``,,32,1,12
3091,добрый,добрый,ADJF,32,1,13
3092,самарянин,самарянин,NOUN,32,1,14
3093,'','',,32,1,15
3094,вован,вован,NOUN,32,1,16
3095,генеральный,генеральный,ADJF,32,1,17
3096,президент,президент,NOUN,32,1,18
3097,инвестиционно-маркетингового,инвестиционно-маркетинговый,ADJF,32,1,19
3098,холдинга,холдинг,NOUN,32,1,20
3099,``,``,,32,1,21
3100,конкретика,конкретика,NOUN,32,1,22
3101,'','',,32,1,23
3102,зизи,зизя,NOUN,32,1,24
3103,жена,жена,NOUN,32,1,25
3104,томского,томский,ADJF,32,1,26
3105,клавка,клавка,NOUN,32,1,27
3106,секретарша,секретарша,NOUN,32,1,28
3107,вована,вован,NOUN,32,1,29
3108,вениамин,вениамин,NOUN,32,1,30
3109,анатольевич,анатолиевич,NOUN,32,1,31
3110,солодовников,солодовник,NOUN,32,1,32
3111,председатель,председатель,NOUN,32,1,33
3112,совета,совет,NOUN,32,1,34
3113,пайщиков,пайщик,NOUN,32,1,35
3114,``,``,,32,1,36
3115,доброго,добрый,ADJF,32,1,37
3116,самарянина,самарянин,NOUN,32,1,38
3117,'','',,32,1,39
3118,колян,коляна,NOUN,32,1,40
3119,первый,первый,ADJF,32,1,41
3120,вице-президент,вице-президент,NOUN,32,1,42
3121,``,``,,32,1,43
3122,конкретики,конкретика,NOUN,32,1,44
3123,'','',,32,1,45
3124,птеродактор,птеродактор,NOUN,32,1,46
3125,пыпа,пып,NOUN,32,1,47
3126,председатель,председатель,NOUN,32,1,48
3127,правления,правление,NOUN,32,1,49
3128,банка,банк,NOUN,32,1,50
3129,``,``,,32,1,51
3130,евросервис,евросервис,NOUN,32,1,52
3131,'','',,32,1,53
3132,буревестник,буревестник,NOUN,32,1,54
3133,хранитель,хранитель,NOUN,32,1,55
3134,музея,музей,NOUN,32,1,56
3135,господин,господин,NOUN,32,1,57
3136,в,в,PREP,32,1,58
3137,парике,парик,NOUN,32,1,59
3138,телохранители,телохранитель,NOUN,32,1,60
